226290
-258.83428617019671947,-17.431157114915549755,913184064,-336848384
2516.4212920924182981,-4888.1602093572728336,-97204600,439433184
2492.0953415640396997,4789.8912418349646032,37123256,412978272
6006.0834003799827769,-4722.9558960529975593,-388618432,204869664
4162.5862889651907608,-10038.749577197711915,412081280,-143231136
799.97409797797445208,-16551.665136598981917,237777024,155264992
-22027.656245960504748,-5774.3964923820458353,-181210976,510335488
-32468.364974782220088,3272.6626386675052345,-93402504,144800480
-12674.48054830241017,4618.533537948038429,376221664,-111258688
-12511.583759607165121,14417.660525601822883,515073536,-580374656
-6827.2728186256717891,25985.494160919450223,620740800,-203675728
27696.368662515771575,38201.115677730180323,233767744,-115671432
-3571.4060106768738478,2115.8877157382667065,527503424,-530522240
3586.5038370692636818,10315.932634911499918,217259984,-752946624
10097.002852798323147,9751.476268335711211,-19204132,340272032
17492.875948887784034,2928.6084711034782231,139256096,-155136064
21453.922912589856423,-9026.3222288121469319,-203578576,382527584
24168.670577195240185,-24567.161876438185573,174584624,-209135280
14995.396565492497757,-46262.414386691059917,-5065868.5,-407876064
2775.2555782626150176,-4870.7290522423572838,-186065280,238841008
2750.9296277342364192,4807.3223989498801529,-249951936,175426368
6264.9176865501794964,-4705.5247389380820096,-381013568,-21400522
4421.4205751353874803,-10021.318420082796365,409182784,64468688
1058.8083841481711715,-16534.233979484066367,29707292,145413136
-21768.821959790308028,-5756.9653352671302855,-404338400,343281536
-32209.530688612023368,3290.0937957824207842,-190472240,35524688
-12415.646262132213451,4635.9646950629539788,551269696,74069552
-12252.749473436968401,14435.091682716738433,782748480,-376217536
-6568.4385324554750696,26002.925318034365773,609782848,190245392
27955.202948685968295,38218.546834845095873,403217824,-16605914
-3312.5717245066771284,2133.3188728531822562,648229568,-304412928
3845.3381232394604012,10333.363792026415467,499637408,-560218240
10355.837138968519866,9768.9074254506267607,-229120720,52485424
17751.710235057980753,2946.0396282183937728,157688352,-28087190
21712.757198760053143,-9008.8910716972313821,-310441888,52429288
24427.504863365436904,-24549.730719323270023,293267584,-294666464
15254.230851662694477,-46244.983229576144367,165186656,-399610336
-24.325950528378598392,9678.0514511922374368,254151056,-204764976
3489.6621082875644788,165.20431330427527428,377503008,58660636
1646.1649968727724627,-5150.5893678404390812,120261248,538796224
-1716.447194114443846,-11663.504927241709083,-330972256,455881.53125
-24544.077538052923046,-886.23628302477300167,645150208,-1174102.5
-34984.786266874638386,8160.8228480247780681,620190912,180420320
-15190.901840394828469,9506.6937473053112626,-94888848,255161040
-15028.005051699583419,19305.820734959095716,-273470656,225533296
-9343.6941107180900872,30873.654370276723057,-87513472,176048720
25179.947370423353277,43089.275887087453157,-137992336,288847968
-6087.827302769292146,7004.0479250955395401,-48520240,241471392
1070.0825449768453836,15204.092844268772751,-528128704,420904576
7580.5815607059048489,14639.636477692984045,575561088,-205759456
14976.454656795365736,7816.7686804607510567,-354567072,116568864
18937.501620497438125,-4138.1620194548740983,657747072,-258655664
21652.249285102821887,-19679.001667080912739,378543360,278071072
12478.975273400079459,-41374.254177333787084,61983152,729210560
3513.9880588159430772,-9512.8471378879621625,361787200,293486784
1670.4909474011510611,-14828.640819032676518,-103867912,-528972576
-1692.1212435860652477,-21341.55637843394652,641209280,-236900336
-24519.751587524544448,-10564.287734217010438,358236096,-24528926
-34960.460316346259788,-1517.2286031674593687,319315936,-91095336
-15166.57588986644987,-171.35770388692617416,-384078912,-27121460
-15003.67910117120482,9627.7692837668582797,-139875504,19655036
-9319.3681601897114888,21195.60291908448562,-281637600,-753158208
25204.273320951731876,33411.22443589521572,-219136016,157155552
-6063.5013522409135476,-2674.0035260966978967,-150326512,-207390224
1094.408495505223982,5526.0413930765353143,-258243008,-103617448
7604.9075112342834473,4961.5850265007466078,884468864,114038496
15000.780607323744334,-1861.2827707314863801,-5065146,-275014240
18961.827571025816724,-13816.213470647111535,578124160,485515424
21676.575235631200485,-29357.053118273150176,216462784,311862304
12503.301223928458057,-51052.30562852602452,-135278176,-165185568
-1843.4971114147920161,-5315.7936811447143555,-266262224,-11059887
-5206.1093024020083249,-11828.709240545984358,161177664,-247170688
-28033.739646340487525,-1051.4405963290482759,419528416,-49920080
-38474.448375162202865,7995.6185347205027938,159144304,417500288
-18680.563948682392947,9341.4894340010359883,163423680,-241213888
-18517.667159987147897,19140.616421654820442,-150414576,315120320
-12833.356219005654566,30708.450056972447783,-187902896,50640320
21690.285262135788798,42924.071573783177882,179442544,-273440320
-9577.4894110568566248,6838.8436117912642658,-446756480,469541248
-2419.5795633107190952,15038.888530964497477,75024288,337515776
4090.9194524183403701,14474.43216438870877,221647296,-204769968
11486.792548507801257,7651.5643671564757824,402991584,-199002080
15447.839512209873646,-4303.3663327591493726,534230240,-300422720
18162.587176815257408,-19844.205980385188013,-205273152,113709720
8989.3131651125149801,-41539.458490638062358,-147808112,105612656
-3362.6121909872163087,-6512.9155594012700021,270500960,825530752
-26190.242534925695509,4264.3530848156660795,123099072,-25130914
-36630.951263747410849,13311.412215865217149,263738368,-214360080
-16837.066837267600931,14657.283115145750344,500983968,87859264
-16674.170048572355881,24456.410102799534798,408182656,-22110044
-10989.85910759086255,36024.243738117162138,881002176,-51940624
23533.782373550580814,48239.865254927892238,397122080,114885256
-7733.9922996420646086,12154.637292935978621,773784640,-256225440
-576.08245189592707902,20354.682212109211832,531652064,66338688
5934.4165638331323862,19790.225845533423126,-135308960,126482968
13330.289659922593273,12967.358048301190138,326211840,345921600
17291.336623624665663,1012.4273483855649829,-347764832,-128136832
20006.084288230049424,-14528.412299240473658,401567552,-316688192
10832.810276527306996,-36223.664809493348002,873195072,-40757312
-22827.6303439384792,10777.268644216936082,274202272,128770280
-33268.33907276019454,19824.327775266487151,-89308632,-22800406
-13474.454646280384623,21170.198674547020346,180885200,-202019856
-13311.557857585139573,30969.3256622008048,-13374601,-241342224
-7627.2469166036462411,42537.15929751843214,98804072,-699195008
26896.394564537797123,54752.78081432916224,356655040,-276492000
-4371.3801086548482999,18667.552852337248623,138773792,-523106784
2786.5297390912892297,26867.597771510481834,350422848,-369603776
9297.0287548203486949,26303.141404934693128,192757920,296081984
16692.901850909809582,19480.27360770246014,625197760,-191968848
20653.948814611881971,7525.342907786834985,167922320,402010176
23368.696479217265733,-8015.4967398392036557,-23107658,-341705312
14195.422467514523305,-29710.749250092078,192903344,-496069440
-10440.70872882171534,9047.0591310495510697,504223360,331625504
9353.1756976580945775,10392.930030330084264,-40805832,-141470224
9516.0724863533396274,20192.057017983868718,-620008640,69684112
15200.383427334832959,31759.890653301496059,-35119020,-194402816
49724.024908476276323,43975.512170112226158,-43841920,-311547616
18456.2502352836309,7890.2842081203125417,-115659536,-44024160
25614.16008302976843,16090.329127293545753,-318907296,108677608
32124.659098758827895,15525.872760717757046,369139616,204077184
39520.532194848288782,8703.0049634855240583,174186528,-172865312
43481.579158550361171,-3251.9257364301010966,590927680,-109246616
46196.326823155744933,-18792.765384056139737,-101671368,-12673483
37023.052811453002505,-40488.017894309014082,112012144,472203968
19793.884426479809918,1345.8708992805331945,-442415648,-174625808
19956.781215175054967,11144.997886934317648,-16666283,313049856
25641.092156156548299,22712.831522251944989,172632992,-125383688
60164.733637297991663,34928.453039062675089,-559587008,38468340
28896.95896410534624,-1156.774922929238528,262089632,297661472
36054.86881185148377,7043.269996243994683,-240794000,142544112
42565.367827580543235,6478.8136296682059765,565179264,181052144
49961.240923670004122,-344.05416756402701139,-386094368,-295726432
53922.287887372076511,-12298.984867479652166,84980936,-124007064
56637.035551977460273,-27839.824515105690807,225783408,604579968
47463.761540274717845,-49535.077025358565152,263255968,413319392
162.89678869524504989,9799.1269876537844539,366203008,-114603880
5847.2077296767383814,21366.960622971411794,522118432,370774688
40370.849210818181746,33582.582139782141894,934401152,-313971168
9103.0745376255363226,-2502.6458222097717226,146128768,-295545280
16260.984385371673852,5697.3990969634614885,635148352,-43733504
22771.483401100733317,5132.9427303876727819,-525443232,-222264480
30167.356497190194204,-1689.9250668445602059,749178688,259879232
34128.403460892266594,-13644.855766760185361,-81235208,-451975488
36843.151125497650355,-29185.695414386224002,-86786680,-840489728
27669.877113794907928,-50880.947924639098346,456128160,-360601056
5684.3109409814933315,11567.833635317627341,531112288,229844800
40207.952422122936696,23783.45515212835744,315199200,228498336
8940.1777489302912727,-12301.772809863556176,666409792,106185088
16098.087596676428802,-4101.7278906903229654,758271232,-138451072
22608.586612405488268,-4666.1842572661116719,-123122416,-268280000
30004.459708494949155,-11489.05205449834466,97812728,64965576
33965.506672197021544,-23443.982754413969815,-438017184,-141144736
36680.254336802405305,-38984.822402040008456,491474624,-51311112
27506.980325099662878,-60680.0749122928828,367452800,-485680000
34523.641481141443364,12215.6215168107301,263538192,-332803744
3255.8668079487979412,-23869.606445181183517,666188672,-83283144
10413.776655694935471,-15669.561526007950306,654236032,-269644928
16924.275671423994936,-16234.017892583739012,-336678624,411317856
24320.148767513455823,-23056.885689815972,510427680,32531518
28281.195731215528212,-35011.816389731597155,-570470144,13890102
30995.943395820911974,-50552.656037357635796,-19317468,-174043600
21822.669384118169546,-72247.908547610510141,504240928,-298644096
-31267.774673192645423,-36085.227961991913617,210429712,-232914624
-24109.864825446507894,-27885.183042818680406,656996736,175110832
-17599.365809717448428,-28449.639409394469112,-450167232,-414811296
-10203.492713627987541,-35272.5072066267021,734961472,581844736
-6242.4457499259151518,-47227.437906542327255,161206480,-237928848
-3527.6980853205313906,-62768.277554168365896,274838272,-917947136
-12700.972097023273818,-84463.53006442124024,397147360,-233107504
7157.9098477461375296,8200.044919173233211,677431104,-189336976
