731.586979,-102070.157315,-57140.326505,213899.027921,227906.380269,6159.991562,-3729.781305,46269.785111,108808.087902,77800.900928,-37747.109663,-91105.101721,-56559.280634,81882.662646,119941.957265
679.859160,-134740.500507,-70991.822582,191805.413697,209179.138421,-31606.948098,-95337.054267,-29752.213562,159769.557159,189481.158245,-11254.449589,-100234.295250,-64428.457423,54596.281298,36418.730539
416.782162,-152501.123471,-91977.622100,88181.181724,118810.117219,-56672.022492,-131287.346622,-59699.102302,199750.127949,307395.022915,133612.107199,22533.102452,-63704.739881,-72752.848017,-90508.384545
281.077054,-142980.034121,-113483.330050,-36991.989149,25457.886448,-50231.377233,-81656.779601,41385.667812,301255.708672,392461.753803,221919.956402,84980.372142,-75883.503434,-139946.680416,-136264.210802
557.820587,-131435.499097,-122987.084094,-73127.830003,57866.096497,72138.822959,149001.298253,411148.550224,619855.987041,578035.501246,345184.410159,154367.296695,-52075.548602,-140112.605108,-130489.790797
1124.061326,-84527.117777,-71387.723279,2833.649054,199917.029581,386190.692716,798214.320731,1302068.707753,1289101.928201,904098.647710,565703.942708,361194.079529,95720.148542,-115723.133767,-154416.396425
1615.931275,10895.674035,97436.726642,186469.854673,374140.919163,815042.866658,1754682.114409,2503707.124254,2074501.331659,1164603.182728,677207.077786,523331.784539,278093.489550,-36058.822598,-133852.105705
1797.323066,43240.011895,281336.894799,427803.822681,566652.629972,1137830.435738,2340013.847796,3097967.748952,2340013.847796,1137830.435738,566652.629972,427803.822681,281336.894799,43240.011895,-25374.759387
1615.931275,-36058.822598,278093.489550,523331.784539,677207.077786,1164603.182728,2074501.331659,2503707.124254,1754682.114409,815042.866658,374140.919163,186469.854673,97436.726642,10895.674035,36229.229862
1124.061326,-115723.133767,95720.148542,361194.079529,565703.942708,904098.647710,1289101.928201,1302068.707753,798214.320731,386190.692716,199917.029581,2833.649054,-71387.723279,-84527.117777,-14788.185156
557.820587,-140112.605108,-52075.548602,154367.296695,345184.410159,578035.501246,619855.987041,411148.550224,149001.298253,72138.822959,57866.096497,-73127.830003,-122987.084094,-131435.499097,-80135.375594
281.077054,-139946.680416,-75883.503434,84980.372142,221919.956402,392461.753803,301255.708672,41385.667812,-81656.779601,-50231.377233,25457.886448,-36991.989149,-113483.330050,-142980.034121,-111739.208492
416.782162,-72752.848017,-63704.739881,22533.102452,133612.107199,307395.022915,199750.127949,-59699.102302,-131287.346622,-56672.022492,118810.117219,88181.181724,-91977.622100,-152501.123471,-131545.234479
679.859160,54596.281298,-64428.457423,-100234.295250,-11254.449589,189481.158245,159769.557159,-29752.213562,-95337.054267,-31606.948098,209179.138421,191805.413697,-70991.822582,-134740.500507,-123073.865971
731.586979,81882.662646,-56559.280634,-91105.101721,-37747.109663,77800.900928,108808.087902,46269.785111,-3729.781305,6159.991562,227906.380269,213899.027921,-57140.326505,-102070.157315,-102314.257454
